"Strain","Plasmid","Replicate","Inducer","Media","Type","Plate","well","time","OD600","row","column"
"E.coli EW11","DV264",2,"DMSO","M9sa","Dynamic",1,"D2",41071.355,0.2517,"D",2
"E.coli EW11","DV264",3,"DMSO","M9sa","Dynamic",1,"D3",41071.355,0.2823,"D",3
"E.coli EW11","DV264",4,"DMSO","M9sa","Dynamic",1,"D4",41071.355,0.3148,"D",4
"E.coli EW11","DV264",5,"DMSO","M9sa","Dynamic",1,"D5",41071.355,0.2856,"D",5
"E.coli EW11","DV264",6,"DMSO","M9sa","Dynamic",1,"D6",41071.355,0.4465,"D",6
"E.coli EW11","DV264",1,"4-HT","M9sa","Dynamic",1,"D7",41071.355,0.7767,"D",7
"E.coli EW11","DV264",2,"4-HT","M9sa","Dynamic",1,"D8",41071.355,0.6741,"D",8
"E.coli EW11","DV264",3,"4-HT","M9sa","Dynamic",1,"D9",41071.355,0.6,"D",9
"E.coli EW11","DV264",4,"4-HT","M9sa","Dynamic",1,"D10",41071.355,0.8221,"D",10
"E.coli EW11","DV264",5,"4-HT","M9sa","Dynamic",1,"D11",41071.355,0.8355,"D",11
"E.coli EW11","DV264",6,"4-HT","M9sa","Dynamic",1,"D12",41071.355,0.8001,"D",12
"E.coli EW11","DV496",1,"DMSO","M9sa","Dynamic",1,"E1",41071.355,0.2344,"E",1
"E.coli EW11","DV496",2,"DMSO","M9sa","Dynamic",1,"E2",41071.355,0.5274,"E",2
"E.coli EW11","DV496",3,"DMSO","M9sa","Dynamic",1,"E3",41071.355,0.2884,"E",3
"E.coli EW11","DV496",4,"DMSO","M9sa","Dynamic",1,"E4",41071.355,0.2871,"E",4
"E.coli EW11","DV496",5,"DMSO","M9sa","Dynamic",1,"E5",41071.355,0.395,"E",5
"E.coli EW11","DV496",6,"DMSO","M9sa","Dynamic",1,"E6",41071.355,0.6864,"E",6
"E.coli EW11","DV496",1,"4-HT","M9sa","Dynamic",1,"E7",41071.355,0.9589,"E",7
"E.coli EW11","DV496",2,"4-HT","M9sa","Dynamic",1,"E8",41071.355,1.0569,"E",8
"E.coli EW11","DV496",3,"4-HT","M9sa","Dynamic",1,"E9",41071.355,0.7715,"E",9
"E.coli EW11","DV496",4,"4-HT","M9sa","Dynamic",1,"E10",41071.355,0.8552,"E",10
"E.coli EW11","DV496",5,"4-HT","M9sa","Dynamic",1,"E11",41071.355,0.9253,"E",11
"E.coli EW11","DV496",6,"4-HT","M9sa","Dynamic",1,"E12",41071.355,1.0635,"E",12
"E.coli EW11","DV543",1,"DMSO","M9sa","Distal",1,"F1",41071.355,0.2246,"F",1
"E.coli EW11","DV543",2,"DMSO","M9sa","Distal",1,"F2",41071.355,0.2108,"F",2
"E.coli EW11","DV543",3,"DMSO","M9sa","Distal",1,"F3",41071.355,0.2,"F",3
"E.coli EW11","DV543",4,"DMSO","M9sa","Distal",1,"F4",41071.355,0.2042,"F",4
"E.coli EW11","DV543",5,"DMSO","M9sa","Distal",1,"F5",41071.355,0.2434,"F",5
"E.coli EW11","DV543",6,"DMSO","M9sa","Distal",1,"F6",41071.355,0.2103,"F",6
"E.coli EW11","DV543",1,"4-HT","M9sa","Distal",1,"F7",41071.355,0.5997,"F",7
"E.coli EW11","DV543",2,"4-HT","M9sa","Distal",1,"F8",41071.355,0.3314,"F",8
"E.coli EW11","DV543",3,"4-HT","M9sa","Distal",1,"F9",41071.355,0.2892,"F",9
"E.coli EW11","DV543",4,"4-HT","M9sa","Distal",1,"F10",41071.355,0.814,"F",10
"E.coli EW11","DV543",5,"4-HT","M9sa","Distal",1,"F11",41071.355,0.3607,"F",11
"E.coli EW11","DV543",6,"4-HT","M9sa","Distal",1,"F12",41071.355,0.6985,"F",12
"E.coli EW11","DV565",1,"DMSO","M9sa","Distal",1,"G1",41071.355,1.209,"G",1
"E.coli EW11","DV565",2,"DMSO","M9sa","Distal",1,"G2",41071.355,1.2135,"G",2
"E.coli EW11","DV565",3,"DMSO","M9sa","Distal",1,"G3",41071.355,1.2362,"G",3
"E.coli EW11","DV565",4,"DMSO","M9sa","Distal",1,"G4",41071.355,1.2463,"G",4
"E.coli EW11","DV565",5,"DMSO","M9sa","Distal",1,"G5",41071.355,1.2226,"G",5
"E.coli EW11","DV565",6,"DMSO","M9sa","Distal",1,"G6",41071.355,1.2654,"G",6
"E.coli EW11","DV565",1,"4-HT","M9sa","Distal",1,"G7",41071.355,1.283,"G",7
"E.coli EW11","DV565",2,"4-HT","M9sa","Distal",1,"G8",41071.355,1.0811,"G",8
"E.coli EW11","DV565",3,"4-HT","M9sa","Distal",1,"G9",41071.355,1.2338,"G",9
"E.coli EW11","DV565",4,"4-HT","M9sa","Distal",1,"G10",41071.355,1.1037,"G",10
"E.coli EW11","DV565",5,"4-HT","M9sa","Distal",1,"G11",41071.355,1.128,"G",11
"E.coli EW11","DV565",6,"4-HT","M9sa","Distal",1,"G12",41071.355,1.1941,"G",12
"E.coli EW11","pLW003",1,"DMSO","M9sa","NegCtrl",1,"H1",41071.355,0.1215,"H",1
"E.coli EW11","pLW003",2,"DMSO","M9sa","NegCtrl",1,"H2",41071.355,0.1232,"H",2
"E.coli EW11","pLW003",3,"DMSO","M9sa","NegCtrl",1,"H3",41071.355,0.2254,"H",3
"E.coli EW11","pLW003",4,"DMSO","M9sa","NegCtrl",1,"H4",41071.355,0.1327,"H",4
"E.coli EW11","pLW003",5,"DMSO","M9sa","NegCtrl",1,"H5",41071.355,0.076,"H",5
"E.coli EW11","pLW003",6,"DMSO","M9sa","NegCtrl",1,"H6",41071.355,0.0727,"H",6
"E.coli EW11","pLW003",1,"4-HT","M9sa","NegCtrl",1,"H7",41071.355,0.1135,"H",7
"E.coli EW11","pLW003",2,"4-HT","M9sa","NegCtrl",1,"H8",41071.355,0.0949,"H",8
"E.coli EW11","pLW003",3,"4-HT","M9sa","NegCtrl",1,"H9",41071.355,0.0849,"H",9
"E.coli EW11","pLW003",4,"4-HT","M9sa","NegCtrl",1,"H10",41071.355,0.1007,"H",10
"E.coli EW11","pLW003",5,"4-HT","M9sa","NegCtrl",1,"H11",41071.355,0.1279,"H",11
"E.coli EW11","pLW003",6,"4-HT","M9sa","NegCtrl",1,"H12",41071.355,0.1357,"H",12
"E.coli EW11","pLW002",1,"DMSO","M9sa","PosCtrl",1,"A1",41693.576,1.1578,"A",1
"E.coli EW11","pLW002",2,"DMSO","M9sa","PosCtrl",1,"A2",41693.576,0.9886,"A",2
"E.coli EW11","pLW002",3,"DMSO","M9sa","PosCtrl",1,"A3",41693.576,1.3688,"A",3
"E.coli EW11","pLW002",4,"DMSO","M9sa","PosCtrl",1,"A4",41693.576,1.07,"A",4
"E.coli EW11","pLW002",5,"DMSO","M9sa","PosCtrl",1,"A5",41693.576,1.3251,"A",5
"E.coli EW11","pLW002",6,"DMSO","M9sa","PosCtrl",1,"A6",41693.576,1.2533,"A",6
"E.coli EW11","pLW002",1,"4-HT","M9sa","PosCtrl",1,"A7",41693.576,1.4512,"A",7
"E.coli EW11","pLW002",2,"4-HT","M9sa","PosCtrl",1,"A8",41693.576,1.2909,"A",8
"E.coli EW11","pLW002",3,"4-HT","M9sa","PosCtrl",1,"A9",41693.576,1.4291,"A",9
"E.coli EW11","pLW002",4,"4-HT","M9sa","PosCtrl",1,"A10",41693.576,1.2219,"A",10
"E.coli EW11","pLW002",5,"4-HT","M9sa","PosCtrl",1,"A11",41693.576,1.3484,"A",11
"E.coli EW11","pLW002",6,"4-HT","M9sa","PosCtrl",1,"A12",41693.576,1.3268,"A",12
"E.coli EW11","DV41",1,"DMSO","M9sa","Structural",1,"B1",41693.576,0.0689,"B",1
"E.coli EW11","DV41",2,"DMSO","M9sa","Structural",1,"B2",41693.576,0.1298,"B",2
"E.coli EW11","DV41",3,"DMSO","M9sa","Structural",1,"B3",41693.576,0.1088,"B",3
"E.coli EW11","DV41",4,"DMSO","M9sa","Structural",1,"B4",41693.576,0.0989,"B",4
"E.coli EW11","DV41",5,"DMSO","M9sa","Structural",1,"B5",41693.576,0.1359,"B",5
"E.coli EW11","DV41",6,"DMSO","M9sa","Structural",1,"B6",41693.576,0.1026,"B",6
"E.coli EW11","DV41",1,"4-HT","M9sa","Structural",1,"B7",41693.576,0.0997,"B",7
"E.coli EW11","DV41",2,"4-HT","M9sa","Structural",1,"B8",41693.576,0.1132,"B",8
"E.coli EW11","DV41",3,"4-HT","M9sa","Structural",1,"B9",41693.576,0.091,"B",9
"E.coli EW11","DV41",4,"4-HT","M9sa","Structural",1,"B10",41693.576,0.1116,"B",10
"E.coli EW11","DV41",5,"4-HT","M9sa","Structural",1,"B11",41693.576,0.0756,"B",11
"E.coli EW11","DV41",6,"4-HT","M9sa","Structural",1,"B12",41693.576,0.1284,"B",12
"E.coli EW11","DV130",1,"DMSO","M9sa","Structural",1,"C1",41693.576,0.2382,"C",1
"E.coli EW11","DV130",2,"DMSO","M9sa","Structural",1,"C2",41693.576,0.2203,"C",2
"E.coli EW11","DV130",3,"DMSO","M9sa","Structural",1,"C3",41693.576,0.275,"C",3
"E.coli EW11","DV130",4,"DMSO","M9sa","Structural",1,"C4",41693.576,0.2567,"C",4
"E.coli EW11","DV130",5,"DMSO","M9sa","Structural",1,"C5",41693.576,0.2699,"C",5
"E.coli EW11","DV130",6,"DMSO","M9sa","Structural",1,"C6",41693.576,0.1833,"C",6
"E.coli EW11","DV130",1,"4-HT","M9sa","Structural",1,"C7",41693.576,0.3877,"C",7
"E.coli EW11","DV130",2,"4-HT","M9sa","Structural",1,"C8",41693.576,0.3702,"C",8
"E.coli EW11","DV130",3,"4-HT","M9sa","Structural",1,"C9",41693.576,0.6238,"C",9
"E.coli EW11","DV130",4,"4-HT","M9sa","Structural",1,"C10",41693.576,0.4335,"C",10
"E.coli EW11","DV130",5,"4-HT","M9sa","Structural",1,"C11",41693.576,0.5925,"C",11
"E.coli EW11","DV130",6,"4-HT","M9sa","Structural",1,"C12",41693.576,0.3533,"C",12
"E.coli EW11","DV264",1,"DMSO","M9sa","Dynamic",1,"D1",41693.576,0.1799,"D",1
"E.coli EW11","DV264",2,"DMSO","M9sa","Dynamic",1,"D2",41693.576,0.2542,"D",2
"E.coli EW11","DV264",3,"DMSO","M9sa","Dynamic",1,"D3",41693.576,0.2854,"D",3
"E.coli EW11","DV264",4,"DMSO","M9sa","Dynamic",1,"D4",41693.576,0.3199,"D",4
"E.coli EW11","DV264",5,"DMSO","M9sa","Dynamic",1,"D5",41693.576,0.2898,"D",5
"E.coli EW11","DV264",6,"DMSO","M9sa","Dynamic",1,"D6",41693.576,0.4654,"D",6
"E.coli EW11","DV264",1,"4-HT","M9sa","Dynamic",1,"D7",41693.576,0.8009,"D",7
"E.coli EW11","DV264",2,"4-HT","M9sa","Dynamic",1,"D8",41693.576,0.7035,"D",8
"E.coli EW11","DV264",3,"4-HT","M9sa","Dynamic",1,"D9",41693.576,0.6402,"D",9
"E.coli EW11","DV264",4,"4-HT","M9sa","Dynamic",1,"D10",41693.576,0.8477,"D",10
"E.coli EW11","DV264",5,"4-HT","M9sa","Dynamic",1,"D11",41693.576,0.8474,"D",11
"E.coli EW11","DV264",6,"4-HT","M9sa","Dynamic",1,"D12",41693.576,0.8106,"D",12
"E.coli EW11","DV496",1,"DMSO","M9sa","Dynamic",1,"E1",41693.576,0.2375,"E",1
"E.coli EW11","DV496",2,"DMSO","M9sa","Dynamic",1,"E2",41693.576,0.5512,"E",2
"E.coli EW11","DV496",3,"DMSO","M9sa","Dynamic",1,"E3",41693.576,0.2957,"E",3
"E.coli EW11","DV496",4,"DMSO","M9sa","Dynamic",1,"E4",41693.576,0.2923,"E",4
"E.coli EW11","DV496",5,"DMSO","M9sa","Dynamic",1,"E5",41693.576,0.4081,"E",5
"E.coli EW11","DV496",6,"DMSO","M9sa","Dynamic",1,"E6",41693.576,0.7185,"E",6
"E.coli EW11","DV496",1,"4-HT","M9sa","Dynamic",1,"E7",41693.576,0.975,"E",7
"E.coli EW11","DV496",2,"4-HT","M9sa","Dynamic",1,"E8",41693.576,1.0624,"E",8
"E.coli EW11","DV496",3,"4-HT","M9sa","Dynamic",1,"E9",41693.576,0.8106,"E",9
"E.coli EW11","DV496",4,"4-HT","M9sa","Dynamic",1,"E10",41693.576,0.8733,"E",10
"E.coli EW11","DV496",5,"4-HT","M9sa","Dynamic",1,"E11",41693.576,0.9299,"E",11
"E.coli EW11","DV496",6,"4-HT","M9sa","Dynamic",1,"E12",41693.576,1.0613,"E",12
"E.coli EW11","DV543",1,"DMSO","M9sa","Distal",1,"F1",41693.576,0.2269,"F",1
"E.coli EW11","DV543",2,"DMSO","M9sa","Distal",1,"F2",41693.576,0.2107,"F",2
"E.coli EW11","DV543",3,"DMSO","M9sa","Distal",1,"F3",41693.576,0.2012,"F",3
"E.coli EW11","DV543",4,"DMSO","M9sa","Distal",1,"F4",41693.576,0.2043,"F",4
"E.coli EW11","DV543",5,"DMSO","M9sa","Distal",1,"F5",41693.576,0.2473,"F",5
"E.coli EW11","DV543",6,"DMSO","M9sa","Distal",1,"F6",41693.576,0.2102,"F",6
"E.coli EW11","DV543",1,"4-HT","M9sa","Distal",1,"F7",41693.576,0.6312,"F",7
"E.coli EW11","DV543",2,"4-HT","M9sa","Distal",1,"F8",41693.576,0.3483,"F",8
"E.coli EW11","DV543",3,"4-HT","M9sa","Distal",1,"F9",41693.576,0.2955,"F",9
"E.coli EW11","DV543",4,"4-HT","M9sa","Distal",1,"F10",41693.576,0.8384,"F",10
"E.coli EW11","DV543",5,"4-HT","M9sa","Distal",1,"F11",41693.576,0.3846,"F",11
"E.coli EW11","DV543",6,"4-HT","M9sa","Distal",1,"F12",41693.576,0.7278,"F",12
"E.coli EW11","DV565",1,"DMSO","M9sa","Distal",1,"G1",41693.576,1.211,"G",1
"E.coli EW11","DV565",2,"DMSO","M9sa","Distal",1,"G2",41693.576,1.2269,"G",2
"E.coli EW11","DV565",3,"DMSO","M9sa","Distal",1,"G3",41693.576,1.2412,"G",3
"E.coli EW11","DV565",4,"DMSO","M9sa","Distal",1,"G4",41693.576,1.2476,"G",4
"E.coli EW11","DV565",5,"DMSO","M9sa","Distal",1,"G5",41693.576,1.2287,"G",5
"E.coli EW11","DV565",6,"DMSO","M9sa","Distal",1,"G6",41693.576,1.2685,"G",6
"E.coli EW11","DV565",1,"4-HT","M9sa","Distal",1,"G7",41693.576,1.2597,"G",7
"E.coli EW11","DV565",2,"4-HT","M9sa","Distal",1,"G8",41693.576,1.1126,"G",8
"E.coli EW11","DV565",3,"4-HT","M9sa","Distal",1,"G9",41693.576,1.2148,"G",9
"E.coli EW11","DV565",4,"4-HT","M9sa","Distal",1,"G10",41693.576,1.0987,"G",10
"E.coli EW11","DV565",5,"4-HT","M9sa","Distal",1,"G11",41693.576,1.136,"G",11
"E.coli EW11","DV565",6,"4-HT","M9sa","Distal",1,"G12",41693.576,1.177,"G",12
"E.coli EW11","pLW003",1,"DMSO","M9sa","NegCtrl",1,"H1",41693.576,0.1235,"H",1
"E.coli EW11","pLW003",2,"DMSO","M9sa","NegCtrl",1,"H2",41693.576,0.1227,"H",2
"E.coli EW11","pLW003",3,"DMSO","M9sa","NegCtrl",1,"H3",41693.576,0.1672,"H",3
"E.coli EW11","pLW003",4,"DMSO","M9sa","NegCtrl",1,"H4",41693.576,0.1346,"H",4
"E.coli EW11","pLW003",5,"DMSO","M9sa","NegCtrl",1,"H5",41693.576,0.076,"H",5
"E.coli EW11","pLW003",6,"DMSO","M9sa","NegCtrl",1,"H6",41693.576,0.0728,"H",6
"E.coli EW11","pLW003",1,"4-HT","M9sa","NegCtrl",1,"H7",41693.576,0.1499,"H",7
"E.coli EW11","pLW003",2,"4-HT","M9sa","NegCtrl",1,"H8",41693.576,0.0837,"H",8
"E.coli EW11","pLW003",3,"4-HT","M9sa","NegCtrl",1,"H9",41693.576,0.0792,"H",9
"E.coli EW11","pLW003",4,"4-HT","M9sa","NegCtrl",1,"H10",41693.576,0.0937,"H",10
"E.coli EW11","pLW003",5,"4-HT","M9sa","NegCtrl",1,"H11",41693.576,0.091,"H",11
"E.coli EW11","pLW003",6,"4-HT","M9sa","NegCtrl",1,"H12",41693.576,0.1384,"H",12
"E.coli EW11","pLW002",1,"DMSO","M9sa","PosCtrl",1,"A1",42315.859,1.291,"A",1
"E.coli EW11","pLW002",2,"DMSO","M9sa","PosCtrl",1,"A2",42315.859,1.2365,"A",2
"E.coli EW11","pLW002",3,"DMSO","M9sa","PosCtrl",1,"A3",42315.859,1.2904,"A",3
"E.coli EW11","pLW002",4,"DMSO","M9sa","PosCtrl",1,"A4",42315.859,1.1381,"A",4
"E.coli EW11","pLW002",5,"DMSO","M9sa","PosCtrl",1,"A5",42315.859,1.2256,"A",5
"E.coli EW11","pLW002",6,"DMSO","M9sa","PosCtrl",1,"A6",42315.859,1.2971,"A",6
"E.coli EW11","pLW002",1,"4-HT","M9sa","PosCtrl",1,"A7",42315.859,1.4419,"A",7
"E.coli EW11","pLW002",2,"4-HT","M9sa","PosCtrl",1,"A8",42315.859,1.3061,"A",8
"E.coli EW11","pLW002",3,"4-HT","M9sa","PosCtrl",1,"A9",42315.859,1.4521,"A",9
"E.coli EW11","pLW002",4,"4-HT","M9sa","PosCtrl",1,"A10",42315.859,1.2169,"A",10
"E.coli EW11","pLW002",5,"4-HT","M9sa","PosCtrl",1,"A11",42315.859,1.3661,"A",11
"E.coli EW11","pLW002",6,"4-HT","M9sa","PosCtrl",1,"A12",42315.859,1.3018,"A",12
"E.coli EW11","DV41",1,"DMSO","M9sa","Structural",1,"B1",42315.859,0.0684,"B",1
"E.coli EW11","DV41",2,"DMSO","M9sa","Structural",1,"B2",42315.859,0.1327,"B",2
"E.coli EW11","DV41",3,"DMSO","M9sa","Structural",1,"B3",42315.859,0.0953,"B",3
"E.coli EW11","DV41",4,"DMSO","M9sa","Structural",1,"B4",42315.859,0.0919,"B",4
"E.coli EW11","DV41",5,"DMSO","M9sa","Structural",1,"B5",42315.859,0.1115,"B",5
"E.coli EW11","DV41",6,"DMSO","M9sa","Structural",1,"B6",42315.859,0.1234,"B",6
"E.coli EW11","DV41",1,"4-HT","M9sa","Structural",1,"B7",42315.859,0.1237,"B",7
"E.coli EW11","DV41",2,"4-HT","M9sa","Structural",1,"B8",42315.859,0.1199,"B",8
"E.coli EW11","DV41",3,"4-HT","M9sa","Structural",1,"B9",42315.859,0.1558,"B",9
"E.coli EW11","DV41",4,"4-HT","M9sa","Structural",1,"B10",42315.859,0.1167,"B",10
"E.coli EW11","DV41",5,"4-HT","M9sa","Structural",1,"B11",42315.859,0.0763,"B",11
"E.coli EW11","DV41",6,"4-HT","M9sa","Structural",1,"B12",42315.859,0.1134,"B",12
"E.coli EW11","DV130",1,"DMSO","M9sa","Structural",1,"C1",42315.859,0.2401,"C",1
"E.coli EW11","DV130",2,"DMSO","M9sa","Structural",1,"C2",42315.859,0.2209,"C",2
"E.coli EW11","DV130",3,"DMSO","M9sa","Structural",1,"C3",42315.859,0.2784,"C",3
"E.coli EW11","DV130",4,"DMSO","M9sa","Structural",1,"C4",42315.859,0.259,"C",4
"E.coli EW11","DV130",5,"DMSO","M9sa","Structural",1,"C5",42315.859,0.2734,"C",5
"E.coli EW11","DV130",6,"DMSO","M9sa","Structural",1,"C6",42315.859,0.1826,"C",6
"E.coli EW11","DV130",1,"4-HT","M9sa","Structural",1,"C7",42315.859,0.4064,"C",7
"E.coli EW11","DV130",2,"4-HT","M9sa","Structural",1,"C8",42315.859,0.3823,"C",8
"E.coli EW11","DV130",3,"4-HT","M9sa","Structural",1,"C9",42315.859,0.6509,"C",9
"E.coli EW11","DV130",4,"4-HT","M9sa","Structural",1,"C10",42315.859,0.4444,"C",10
"E.coli EW11","DV130",5,"4-HT","M9sa","Structural",1,"C11",42315.859,0.6195,"C",11
"E.coli EW11","DV130",6,"4-HT","M9sa","Structural",1,"C12",42315.859,0.2976,"C",12
"E.coli EW11","DV264",1,"DMSO","M9sa","Dynamic",1,"D1",42315.859,0.1806,"D",1
"E.coli EW11","DV264",2,"DMSO","M9sa","Dynamic",1,"D2",42315.859,0.2562,"D",2
"E.coli EW11","DV264",3,"DMSO","M9sa","Dynamic",1,"D3",42315.859,0.2882,"D",3
"E.coli EW11","DV264",4,"DMSO","M9sa","Dynamic",1,"D4",42315.859,0.326,"D",4
"E.coli EW11","DV264",5,"DMSO","M9sa","Dynamic",1,"D5",42315.859,0.2938,"D",5
"E.coli EW11","DV264",6,"DMSO","M9sa","Dynamic",1,"D6",42315.859,0.4828,"D",6
"E.coli EW11","DV264",1,"4-HT","M9sa","Dynamic",1,"D7",42315.859,0.8199,"D",7
"E.coli EW11","DV264",2,"4-HT","M9sa","Dynamic",1,"D8",42315.859,0.7397,"D",8
"E.coli EW11","DV264",3,"4-HT","M9sa","Dynamic",1,"D9",42315.859,0.6741,"D",9
"E.coli EW11","DV264",4,"4-HT","M9sa","Dynamic",1,"D10",42315.859,0.8677,"D",10
"E.coli EW11","DV264",5,"4-HT","M9sa","Dynamic",1,"D11",42315.859,0.8609,"D",11
"E.coli EW11","DV264",6,"4-HT","M9sa","Dynamic",1,"D12",42315.859,0.8263,"D",12
"E.coli EW11","DV496",1,"DMSO","M9sa","Dynamic",1,"E1",42315.859,0.2413,"E",1
"E.coli EW11","DV496",2,"DMSO","M9sa","Dynamic",1,"E2",42315.859,0.576,"E",2
"E.coli EW11","DV496",3,"DMSO","M9sa","Dynamic",1,"E3",42315.859,0.3034,"E",3
"E.coli EW11","DV496",4,"DMSO","M9sa","Dynamic",1,"E4",42315.859,0.2969,"E",4
"E.coli EW11","DV496",5,"DMSO","M9sa","Dynamic",1,"E5",42315.859,0.4221,"E",5
"E.coli EW11","DV496",6,"DMSO","M9sa","Dynamic",1,"E6",42315.859,0.747,"E",6
"E.coli EW11","DV496",1,"4-HT","M9sa","Dynamic",1,"E7",42315.859,0.9862,"E",7
"E.coli EW11","DV496",2,"4-HT","M9sa","Dynamic",1,"E8",42315.859,1.0662,"E",8
"E.coli EW11","DV496",3,"4-HT","M9sa","Dynamic",1,"E9",42315.859,0.8124,"E",9
"E.coli EW11","DV496",4,"4-HT","M9sa","Dynamic",1,"E10",42315.859,0.8509,"E",10
"E.coli EW11","DV496",5,"4-HT","M9sa","Dynamic",1,"E11",42315.859,0.9481,"E",11
"E.coli EW11","DV496",6,"4-HT","M9sa","Dynamic",1,"E12",42315.859,1.0706,"E",12
"E.coli EW11","DV543",1,"DMSO","M9sa","Distal",1,"F1",42315.859,0.2291,"F",1
"E.coli EW11","DV543",2,"DMSO","M9sa","Distal",1,"F2",42315.859,0.2124,"F",2
"E.coli EW11","DV543",3,"DMSO","M9sa","Distal",1,"F3",42315.859,0.203,"F",3
"E.coli EW11","DV543",4,"DMSO","M9sa","Distal",1,"F4",42315.859,0.2065,"F",4
"E.coli EW11","DV543",5,"DMSO","M9sa","Distal",1,"F5",42315.859,0.2503,"F",5
"E.coli EW11","DV543",6,"DMSO","M9sa","Distal",1,"F6",42315.859,0.2128,"F",6
"E.coli EW11","DV543",1,"4-HT","M9sa","Distal",1,"F7",42315.859,0.6692,"F",7
"E.coli EW11","DV543",2,"4-HT","M9sa","Distal",1,"F8",42315.859,0.3668,"F",8
"E.coli EW11","DV543",3,"4-HT","M9sa","Distal",1,"F9",42315.859,0.3062,"F",9
"E.coli EW11","DV543",4,"4-HT","M9sa","Distal",1,"F10",42315.859,0.8657,"F",10
"E.coli EW11","DV543",5,"4-HT","M9sa","Distal",1,"F11",42315.859,0.4086,"F",11
"E.coli EW11","DV543",6,"4-HT","M9sa","Distal",1,"F12",42315.859,0.7615,"F",12
"E.coli EW11","DV565",1,"DMSO","M9sa","Distal",1,"G1",42315.859,1.2097,"G",1
"E.coli EW11","DV565",2,"DMSO","M9sa","Distal",1,"G2",42315.859,1.2352,"G",2
"E.coli EW11","DV565",3,"DMSO","M9sa","Distal",1,"G3",42315.859,1.2328,"G",3
"E.coli EW11","DV565",4,"DMSO","M9sa","Distal",1,"G4",42315.859,1.2488,"G",4
"E.coli EW11","DV565",5,"DMSO","M9sa","Distal",1,"G5",42315.859,1.2317,"G",5
"E.coli EW11","DV565",6,"DMSO","M9sa","Distal",1,"G6",42315.859,1.2653,"G",6
"E.coli EW11","DV565",1,"4-HT","M9sa","Distal",1,"G7",42315.859,1.2758,"G",7
"E.coli EW11","DV565",2,"4-HT","M9sa","Distal",1,"G8",42315.859,1.1327,"G",8
"E.coli EW11","DV565",3,"4-HT","M9sa","Distal",1,"G9",42315.859,1.2082,"G",9
"E.coli EW11","DV565",4,"4-HT","M9sa","Distal",1,"G10",42315.859,1.1674,"G",10
"E.coli EW11","DV565",5,"4-HT","M9sa","Distal",1,"G11",42315.859,1.1272,"G",11
"E.coli EW11","DV565",6,"4-HT","M9sa","Distal",1,"G12",42315.859,1.2905,"G",12
"E.coli EW11","pLW003",1,"DMSO","M9sa","NegCtrl",1,"H1",42315.859,0.1212,"H",1
"E.coli EW11","pLW003",2,"DMSO","M9sa","NegCtrl",1,"H2",42315.859,0.1204,"H",2
"E.coli EW11","pLW003",3,"DMSO","M9sa","NegCtrl",1,"H3",42315.859,0.2242,"H",3
"E.coli EW11","pLW003",4,"DMSO","M9sa","NegCtrl",1,"H4",42315.859,0.1395,"H",4
"E.coli EW11","pLW003",5,"DMSO","M9sa","NegCtrl",1,"H5",42315.859,0.0764,"H",5
"E.coli EW11","pLW003",6,"DMSO","M9sa","NegCtrl",1,"H6",42315.859,0.073,"H",6
"E.coli EW11","pLW003",1,"4-HT","M9sa","NegCtrl",1,"H7",42315.859,0.1,"H",7
"E.coli EW11","pLW003",2,"4-HT","M9sa","NegCtrl",1,"H8",42315.859,0.1006,"H",8
"E.coli EW11","pLW003",3,"4-HT","M9sa","NegCtrl",1,"H9",42315.859,0.0905,"H",9
"E.coli EW11","pLW003",4,"4-HT","M9sa","NegCtrl",1,"H10",42315.859,0.0969,"H",10
"E.coli EW11","pLW003",5,"4-HT","M9sa","NegCtrl",1,"H11",42315.859,0.091,"H",11
"E.coli EW11","pLW003",6,"4-HT","M9sa","NegCtrl",1,"H12",42315.859,0.1591,"H",12
"E.coli EW11","pLW002",1,"DMSO","M9sa","PosCtrl",1,"A1",42938.157,1.3214,"A",1
"E.coli EW11","pLW002",2,"DMSO","M9sa","PosCtrl",1,"A2",42938.157,1.1283,"A",2
"E.coli EW11","pLW002",3,"DMSO","M9sa","PosCtrl",1,"A3",42938.157,1.3692,"A",3
"E.coli EW11","pLW002",4,"DMSO","M9sa","PosCtrl",1,"A4",42938.157,1.1786,"A",4
"E.coli EW11","pLW002",5,"DMSO","M9sa","PosCtrl",1,"A5",42938.157,1.3638,"A",5
"E.coli EW11","pLW002",6,"DMSO","M9sa","PosCtrl",1,"A6",42938.157,1.3247,"A",6
"E.coli EW11","pLW002",1,"4-HT","M9sa","PosCtrl",1,"A7",42938.157,1.4863,"A",7
"E.coli EW11","pLW002",2,"4-HT","M9sa","PosCtrl",1,"A8",42938.157,1.284,"A",8
"E.coli EW11","pLW002",3,"4-HT","M9sa","PosCtrl",1,"A9",42938.157,1.4612,"A",9
"E.coli EW11","pLW002",4,"4-HT","M9sa","PosCtrl",1,"A10",42938.157,1.2693,"A",10
"E.coli EW11","pLW002",5,"4-HT","M9sa","PosCtrl",1,"A11",42938.157,1.3605,"A",11
"E.coli EW11","pLW002",6,"4-HT","M9sa","PosCtrl",1,"A12",42938.157,1.3094,"A",12
"E.coli EW11","DV41",1,"DMSO","M9sa","Structural",1,"B1",42938.157,0.0691,"B",1
"E.coli EW11","DV41",2,"DMSO","M9sa","Structural",1,"B2",42938.157,0.1308,"B",2
