C11,0.1196,0.1242,0.1291,0.1352,0.1415,0.1495,0.1587,0.1692,0.1816,0.1945,0.2095,0.2251,0.2443,0.2636,0.2854,0.3084,0.3326,0.3579,0.3864,0.4116,0.4419,0.4736,0.5108,0.5514,0.5933,0.6433,0.6956,0.7438,0.7977,0.8439,0.8819,0.9207,0.9647,1.0076,1.0494,1.0913,1.13,1.1696,1.2063,1.2364,1.241,1.2316,1.2297,1.2395,1.2488,1.2626,1.2775,1.2919,1.3071,1.3241,1.342,1.3587,1.3769,1.3954,1.412,1.4321,1.4504,1.4684,1.4824,1.4954,1.5082,1.5159,1.5276,1.5404,1.5553,1.5685,1.5772,1.5835,1.5923,1.5993,1.6011,1.6062,1.6077,1.6072,1.6057,1.6035,1.6028,1.6024,1.5989,1.5988,1.5989,1.6003,1.601,1.6,1.6015,1.6021,1.6068,1.6101,1.6132,1.6198,1.6258,1.6333,1.6414,1.6482,1.6537,1.663,1.6675,1.6762,1.6812,1.6875,1.6935,1.6986,1.7034,1.7078,1.7116,1.7144,1.7174,1.7218,1.7229,1.7249,1.7276,1.7295,1.7302,1.7325,1.7321,1.7333,1.7336,1.7332,1.7333,1.7335,1.733,1.7323,1.7309,1.7325,1.7316,1.7298
C12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2,0.1285,0.1451,0.1575,0.1691,0.1757,0.1825,0.1886,0.1955,0.2032,0.21,0.2141,0.2163,0.2207,0.2246,0.2274,0.2345,0.2431,0.2503,0.2595,0.2672,0.2746,0.2839,0.3001,0.3163,0.336,0.3578,0.3787,0.405,0.4345,0.4669,0.5012,0.537,0.5772,0.6131,0.6568,0.6939,0.7219,0.7537,0.7834,0.818,0.8563,0.8985,0.9424,0.9821,1.024,1.0628,1.0966,1.1017,1.107,1.1362,1.1732,1.1923,1.2257,1.2541,1.2738,1.2998,1.3211,1.3388,1.3519,1.3655,1.3808,1.3921,1.4036,1.413,1.4232,1.4361,1.4458,1.453,1.4601,1.4671,1.4716,1.4749,1.4769,1.4802,1.4805,1.4845,1.4843,1.4809,1.4803,1.4761,1.4735,1.4684,1.4669,1.4692,1.4645,1.4597,1.4459,1.4299,1.4159,1.4096,1.3977,1.3957,1.3959,1.3963,1.4012,1.4048,1.404,1.4069,1.4083,1.4076,1.4053,1.4099,1.4061,1.405,1.4054,1.4017,1.398,1.3952,1.3898,1.3889,1.3794,1.3783,1.3731,1.3679,1.3645,1.3596,1.3555,1.3564,1.3558,1.4973,1.4428,1.4792,1.4915,1.5179,1.4917,1.465
F3,0.1541,0.1724,0.1828,0.1954,0.201,0.2059,0.2097,0.2135,0.219,0.2211,0.2251,0.2278,0.233,0.2378,0.2412,0.2488,0.2557,0.2639,0.2724,0.2817,0.2924,0.3005,0.3143,0.329,0.3452,0.3637,0.3835,0.4051,0.4332,0.4614,0.4931,0.5233,0.5607,0.5979,0.6369,0.6813,0.7189,0.7502,0.7813,0.8126,0.8489,0.8882,0.9277,0.9686,1.009,1.0459,1.0822,1.0973,1.1046,1.1301,1.1583,1.1873,1.2155,1.2391,1.2649,1.2894,1.31,1.3293,1.3475,1.3612,1.3721,1.384,1.3978,1.4083,1.4184,1.4269,1.4347,1.4395,1.4465,1.4506,1.4546,1.4567,1.4597,1.4614,1.4622,1.4648,1.4647,1.4629,1.4647,1.4641,1.4637,1.4646,1.4624,1.4623,1.4615,1.4589,1.4586,1.4566,1.4565,1.456,1.4544,1.4548,1.4539,1.4532,1.4505,1.4492,1.4475,1.4469,1.4464,1.4442,1.442,1.4434,1.4348,1.4306,1.4276,1.4299,1.4324,1.4313,1.4252,1.4203,1.4128,1.4092,1.4021,1.3904,1.3811,1.3705,1.3616,1.358,1.3549,1.3531,1.3511,1.3497,1.3471,1.3411,1.3417,1.3392
F4,0.1093,0.1115,0.1129,0.1145,0.1163,0.1186,0.1217,0.1242,0.1274,0.1319,0.1361,0.1411,0.1466,0.1516,0.1552,0.1568,0.1571,0.158,0.1621,0.1635,0.1675,0.1718,0.1778,0.1839,0.1894,0.1956,0.2016,0.2057,0.2118,0.2191,0.2251,0.2303,0.2379,0.2462,0.2569,0.2678,0.279,0.2867,0.2976,0.3041,0.3198,0.3318,0.3518,0.3696,0.3919,0.4148,0.4414,0.468,0.4913,0.5148,0.5356,0.5517,0.5688,0.5885,0.6065,0.6356,0.6608,0.6745,0.6948,0.7109,0.7366,0.7598,0.7943,0.8179,0.8368,0.8534,0.8747,0.8963,0.9152,0.9341,0.9528,0.9728,0.9928,1.0132,1.0323,1.0551,1.0753,1.0948,1.1199,1.137,1.1493,1.1523,1.1587,1.1679,1.1801,1.1933,1.2066,1.2185,1.2323,1.245,1.2626,1.2761,1.2875,1.2982,1.3077,1.3198,1.3298,1.3439,1.3599,1.3748,1.384,1.3943,1.397,1.3968,1.3993,1.402,1.4048,1.4071,1.4118,1.4152,1.4152,1.4177,1.4178,1.4139,1.414,1.4123,1.41,1.4068,1.4085,1.4026,1.3981,1.3982,1.3982,1.3975,1.3975,1.3948
F5,0.1328,0.143,0.1513,0.159,0.1655,0.1711,0.1759,0.1785,0.1827,0.1864,0.191,0.1949,0.2,0.2059,0.2138,0.223,0.2325,0.2435,0.2556,0.2707,0.2832,0.2959,0.3159,0.3371,0.3594,0.3818,0.4085,0.4343,0.4664,0.4995,0.5389,0.5735,0.6136,0.6599,0.7037,0.7389,0.7737,0.8071,0.8413,0.8801,0.913,0.9419,0.979,1.008,1.0396,1.0767,1.1105,1.1459,1.1786,1.2069,1.2285,1.2302,1.226,1.2396,1.2582,1.2761,1.294,1.3115,1.329,1.3437,1.359,1.3725,1.387,1.3986,1.4102,1.4221,1.4361,1.4498,1.4706,1.505,1.5293,1.5513,1.5727,1.588,1.603,1.6168,1.6283,1.6391,1.6525,1.6592,1.6654,1.6734,1.6786,1.6821,1.688,1.6925,1.6963,1.6987,1.7052,1.7062,1.7091,1.7159,1.7189,1.7232,1.7261,1.731,1.7319,1.7335,1.7392,1.7422,1.743,1.7521,1.7531,1.7545,1.7614,1.7614,1.7648,1.7664,1.7686,1.7711,1.7749,1.7795,1.7819,1.7813,1.7843,1.7833,1.7809,1.78,1.7774,1.775,1.7708,1.7682,1.7622,1.7573,1.7553,1.7495
F6,0.124,0.1418,0.157,0.1667,0.1752,0.1815,0.1862,0.1883,0.1916,0.1968,0.2018,0.2069,0.2117,0.2176,0.2268,0.2329,0.2431,0.2507,0.2637,0.2717,0.2876,0.2939,0.3123,0.3242,0.3404,0.3604,0.3776,0.3963,0.4162,0.4334,0.4586,0.4791,0.4972,0.5161,0.539,0.5651,0.5896,0.6144,0.6428,0.6671,0.6956,0.7149,0.7462,0.7757,0.802,0.8274,0.8503,0.8752,0.8971,0.9149,0.934,0.9519,0.9721,0.9904,1.0052,1.0022,1.0055,1.0143,1.0304,1.0447,1.061,1.0748,1.0924,1.1057,1.1159,1.1262,1.1377,1.149,1.161,1.1726,1.1809,1.1901,1.1985,1.2049,1.2134,1.224,1.2293,1.2359,1.2474,1.2535,1.2572,1.265,1.2742,1.2833,1.2894,1.2959,1.3028,1.3027,1.305,1.3059,1.3088,1.3121,1.3147,1.317,1.319,1.3223,1.324,1.3258,1.3292,1.3318,1.3364,1.3459,1.3532,1.3644,1.3787,1.3936,1.4075,1.4187,1.4293,1.4381,1.4424,1.4501,1.4576,1.4574,1.4646,1.4716,1.4749,1.4805,1.4788,1.4822,1.4846,1.4857,1.4894,1.4875,1.4957,1.4986
F7,0.1515,0.1739,0.1814,0.1914,0.1961,0.202,0.2018,0.2051,0.2088,0.2131,0.2175,0.2204,0.2258,0.2306,0.2348,0.2412,0.2464,0.2524,0.2599,0.2669,0.2754,0.2815,0.2927,0.3042,0.3162,0.33,0.345,0.3599,0.3813,0.3999,0.4223,0.4441,0.4711,0.4945,0.5184,0.5414,0.5622,0.5795,0.5984,0.6111,0.6294,0.645,0.662,0.679,0.6949,0.7134,0.727,0.7387,0.7537,0.768,0.785,0.8046,0.8208,0.836,0.8542,0.8722,0.8893,0.905,0.9223,0.936,0.9532,0.9686,0.9853,1.0005,1.0172,1.0318,1.0481,1.0652,1.0798,1.0947,1.107,1.1173,1.1289,1.1409,1.1508,1.1604,1.1707,1.1803,1.1887,1.1969,1.2052,1.2131,1.2209,1.2284,1.2362,1.2428,1.2488,1.2538,1.2607,1.2675,1.2739,1.2802,1.2854,1.2908,1.295,1.2999,1.3047,1.3086,1.3143,1.3194,1.3221,1.3276,1.3313,1.3359,1.3412,1.3451,1.3497,1.3548,1.3584,1.3614,1.3647,1.369,1.3692,1.372,1.3734,1.3761,1.379,1.3814,1.3842,1.385,1.3865,1.3884,1.3872,1.3881,1.3897,1.3884
F8,0.1678,0.1971,0.2178,0.2246,0.2253,0.2263,0.2276,0.2268,0.2296,0.2295,0.2314,0.2345,0.2393,0.2433,0.2486,0.2561,0.2621,0.2692,0.2777,0.2856,0.2961,0.3039,0.3169,0.3299,0.3436,0.3622,0.3813,0.3998,0.4245,0.4445,0.4698,0.4916,0.5169,0.5375,0.5603,0.5796,0.5996,0.6177,0.6381,0.656,0.6763,0.6957,0.7137,0.7316,0.7473,0.7617,0.7809,0.8003,0.82,0.8413,0.8642,0.887,0.9085,0.9245,0.9438,0.9645,0.983,1.002,1.0211,1.0371,1.0556,1.0714,1.0905,1.1031,1.1173,1.129,1.1417,1.1532,1.1652,1.1748,1.1843,1.1935,1.2027,1.2098,1.2182,1.2301,1.2369,1.2453,1.2545,1.2617,1.2673,1.273,1.2807,1.2871,1.2905,1.2965,1.3036,1.3103,1.3184,1.3237,1.3281,1.3333,1.3381,1.3421,1.3463,1.3526,1.3563,1.3578,1.3639,1.3681,1.3674,1.3728,1.3776,1.3779,1.3814,1.3846,1.3853,1.3884,1.3916,1.3904,1.3942,1.3962,1.3994,1.4005,1.4093,1.4044,1.4079,1.4056,1.4033,1.4036,1.3986,1.3965,1.397,1.3973,1.3963,1.3934
F9,0.2545,0.2855,0.2978,0.2986,0.299,0.29,0.2897,0.2886,0.289,0.2902,0.2905,0.2859,0.289,0.2922,0.2999,0.3082,0.3156,0.3264,0.343,0.3499,0.3617,0.3762,0.3905,0.4134,0.4268,0.4472,0.4736,0.4939,0.5207,0.5469,0.571,0.5929,0.6152,0.6344,0.6533,0.6687,0.6853,0.7031,0.7336,0.7423,0.7565,0.7709,0.7846,0.8185,0.8192,0.8394,0.8609,0.8817,0.9029,0.9239,0.9447,0.9648,0.9825,1.0002,1.0153,1.0356,1.0515,1.0699,1.087,1.103,1.1198,1.1347,1.1485,1.1613,1.1727,1.1836,1.1944,1.2037,1.2126,1.2227,1.2311,1.2389,1.2465,1.2538,1.2608,1.2712,1.2787,1.2854,1.294,1.2986,1.304,1.3111,1.3162,1.3231,1.3253,1.3322,1.3372,1.3417,1.3472,1.3505,1.3539,1.3585,1.3625,1.3681,1.3714,1.3774,1.3809,1.3834,1.3869,1.3878,1.3895,1.3922,1.3931,1.3956,1.3981,1.3987,1.4012,1.3997,1.4014,1.4015,1.402,1.4035,1.4012,1.3993,1.4003,1.3996,1.3975,1.3963,1.3955,1.3953,1.3951,1.3941,1.3913,1.3908,1.3879,1.3868
F10,0.1805,0.2254,0.252,0.2745,0.2929,0.3066,0.317,0.325,0.3327,0.3374,0.3431,0.3516,0.358,0.3644,0.3723,0.381,0.391,0.4052,0.4156,0.429,0.4428,0.4586,0.4785,0.4975,0.5142,0.5345,0.5558,0.5803,0.6063,0.6305,0.6605,0.686,0.7117,0.731,0.7537,0.7735,0.7914,0.8088,0.8211,0.8407,0.8568,0.8716,0.8854,0.9044,0.9253,0.938,0.9576,0.968,0.9832,0.9995,1.0192,1.039,1.0581,1.076,1.0933,1.1098,1.1273,1.142,1.1519,1.167,1.1829,1.1965,1.2069,1.2217,1.2354,1.2452,1.2554,1.2675,1.2787,1.2923,1.3018,1.3168,1.3266,1.3326,1.3424,1.3533,1.3609,1.3687,1.3831,1.3897,1.3972,1.4075,1.4138,1.4174,1.428,1.4307,1.4391,1.4453,1.4473,1.4487,1.4565,1.4617,1.4651,1.469,1.4711,1.4772,1.4749,1.4745,1.4773,1.4754,1.478,1.4803,1.4785,1.4794,1.4818,1.4766,1.4768,1.4775,1.4725,1.4698,1.4668,1.4622,1.4605,1.4488,1.4461,1.4466,1.4454,1.4353,1.4234,1.4127,1.4023,1.3943,1.3854,1.3832,1.3843,1.391
F11,0.1474,0.1717,0.1945,0.2139,0.2277,0.2388,0.2451,0.2488,0.2526,0.2572,0.2614,0.2647,0.2685,0.2734,0.2795,0.2872,0.2968,0.3061,0.3166,0.3273,0.3367,0.3487,0.3634,0.3792,0.3941,0.4144,0.4335,0.4495,0.4694,0.4902,0.5098,0.5357,0.5668,0.5926,0.6177,0.6465,0.6727,0.6965,0.7178,0.7371,0.7563,0.7804,0.7953,0.8099,0.8218,0.8356,0.8505,0.8634,0.8692,0.8808,0.8929,0.9065,0.9164,0.9196,0.9288,0.935,0.9427,0.9516,0.9565,0.9636,0.9714,0.9765,0.983,0.9897,1.0004,1.0057,1.0081,1.016,1.02,1.0284,1.032,1.0394,1.0463,1.0488,1.0523,1.055,1.0571,1.063,1.068,1.0706,1.0764,1.0799,1.0804,1.0818,1.084,1.0832,1.0878,1.0883,1.0847,1.0858,1.086,1.089,1.0923,1.0936,1.0959,1.1067,1.11,1.1151,1.1242,1.1296,1.1315,1.1319,1.1299,1.1265,1.1242,1.1154,1.113,1.1188,1.1211,1.1207,1.1217,1.1205,1.12,1.1131,1.1089,1.1064,1.1064,1.1034,1.0995,1.0952,1.0964,1.0933,1.093,1.0919,1.0915,1.0903
F12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2,0.1204,0.1432,0.1569,0.1659,0.1841,0.1891,0.1866,0.1865,0.1938,0.2004,0.2063,0.2093,0.2166,0.2208,0.2227,0.2267,0.2302,0.237,0.2434,0.2493,0.2576,0.2642,0.2743,0.2861,0.2987,0.314,0.3319,0.3483,0.3684,0.3908,0.4149,0.4407,0.4714,0.4992,0.5284,0.556,0.5871,0.6162,0.6494,0.6843,0.7143,0.7399,0.7714,0.8042,0.8401,0.8824,0.9235,0.9651,1.0089,1.0451,1.0794,1.0916,1.0996,1.1219,1.1494,1.1779,1.2045,1.2342,1.26,1.2857,1.3117,1.3312,1.3504,1.3667,1.3813,1.3947,1.4091,1.4177,1.4244,1.4303,1.435,1.4388,1.4438,1.4485,1.4519,1.4551,1.4588,1.46,1.4616,1.462,1.4611,1.4619,1.4613,1.4635,1.4629,1.4621,1.46,1.456,1.4561,1.4591,1.4575,1.4547,1.4322,1.4309,1.4181,1.3925,1.3939,1.3903,1.3869,1.3828,1.3756,1.3775,1.3752,1.3702,1.3661,1.3625,1.3574,1.356,1.3553,1.3548,1.3539,1.3564,1.3504,1.3481,1.3444,1.3501,1.3491,1.3601,1.3268,1.3882,1.4811,1.465,1.5036,1.4788,1.4935,1.4957
G3,0.1651,0.1881,0.178,0.1741,0.1725,0.1768,0.186,0.1922,0.196,0.2042,0.2096,0.2151,0.2231,0.2329,0.2396,0.245,0.2511,0.263,0.2709,0.284,0.2963,0.3061,0.3225,0.3433,0.3583,0.3774,0.3968,0.4236,0.4518,0.4864,0.5212,0.5505,0.5903,0.6277,0.6674,0.7064,0.7338,0.7612,0.791,0.8285,0.8691,0.9117,0.9535,0.9974,1.0367,1.0715,1.0833,1.0957,1.1228,1.1478,1.1756,1.2046,1.2301,1.2547,1.2798,1.3024,1.3262,1.3462,1.3632,1.3756,1.3877,1.3975,1.4066,1.4166,1.4248,1.4329,1.4405,1.4479,1.4536,1.4572,1.4586,1.4613,1.4619,1.4624,1.4611,1.4613,1.4617,1.4601,1.4588,1.4571,1.4565,1.4568,1.4568,1.4538,1.4544,1.4568,1.4579,1.4593,1.4598,1.4552,1.4565,1.4578,1.4572,1.4571,1.4584,1.4591,1.4565,1.4577,1.457,1.4574,1.4588,1.46,1.4566,1.4567,1.4576,1.4615,1.4613,1.46,1.4619,1.4587,1.4649,1.4671,1.4677,1.4656,1.4657,1.4667,1.4656,1.4668,1.4607,1.4637,1.4593,1.4583,1.4527,1.4522,1.4545,1.4469
G4,0.2014,0.2467,0.2707,0.2812,0.2848,0.2891,0.2914,0.2942,0.2963,0.2985,0.3025,0.3036,0.3025,0.3012,0.3021,0.3066,0.3159,0.3212,0.3276,0.3329,0.3389,0.3478,0.3535,0.361,0.3736,0.3858,0.3947,0.4046,0.4168,0.4271,0.4409,0.4528,0.4656,0.4772,0.4933,0.5104,0.5281,0.5439,0.561,0.5803,0.5984,0.6209,0.6413,0.662,0.6853,0.7077,0.7329,0.7563,0.7821,0.8073,0.8356,0.8642,0.8857,0.9049,0.9233,0.944,0.9653,0.9874,1.01,1.0321,1.0546,1.0741,1.0935,1.1136,1.1327,1.1504,1.1676,1.1862,1.2078,1.2232,1.2361,1.2408,1.251,1.2625,1.2756,1.2875,1.2994,1.3105,1.3222,1.3319,1.3415,1.3514,1.3578,1.364,1.3705,1.376,1.3823,1.3897,1.3949,1.3986,1.4031,1.4074,1.4117,1.4163,1.4189,1.4215,1.4228,1.4248,1.4276,1.4279,1.4275,1.4301,1.4283,1.4272,1.429,1.4293,1.4275,1.4275,1.4265,1.4249,1.4252,1.4239,1.4229,1.4201,1.4202,1.4214,1.4183,1.419,1.4171,1.4161,1.4124,1.4108,1.4086,1.4045,1.4049,1.4026
G5,0.1436,0.1594,0.1691,0.176,0.181,0.1854,0.1879,0.1897,0.1924,0.1965,0.2013,0.2051,0.2092,0.2135,0.2185,0.2264,0.2343,0.243,0.2536,0.2632,0.2742,0.2867,0.3032,0.3188,0.3399,0.3606,0.3853,0.4081,0.4386,0.4701,0.5072,0.5415,0.5799,0.6156,0.655,0.6853,0.7169,0.7488,0.7812,0.8209,0.862,0.9004,0.931,0.9535,0.9846,1.0215,1.0574,1.0948,1.1303,1.1656,1.1973,1.2258,1.2437,1.2432,1.2407,1.2525,1.2683,1.2861,1.305,1.3242,1.3429,1.3584,1.3745,1.3897,1.4018,1.4132,1.4244,1.4325,1.4397,1.4449,1.4495,1.4583,1.477,1.4987,1.5192,1.5353,1.5536,1.5716,1.5916,1.6084,1.6219,1.6332,1.6451,1.6538,1.6602,1.6664,1.6719,1.6755,1.681,1.6857,1.6913,1.695,1.6988,1.7044,1.709,1.7157,1.7189,1.7214,1.7293,1.7325,1.7341,1.7422,1.7436,1.7461,1.7502,1.7512,1.7503,1.75,1.749,1.7469,1.7421,1.7391,1.7335,1.7261,1.7218,1.7193,1.7137,1.7115,1.7056,1.7016,1.6975,1.6991,1.7015,1.7051,1.7151,1.7238
G6,0.1341,0.1454,0.1511,0.1589,0.1664,0.1721,0.1782,0.1817,0.1852,0.1885,0.1919,0.196,0.2005,0.2051,0.211,0.2183,0.2264,0.2331,0.2406,0.249,0.2597,0.269,0.2811,0.2906,0.3077,0.3206,0.3321,0.3456,0.3669,0.3872,0.4077,0.425,0.4454,0.4665,0.4954,0.5213,0.5453,0.5684,0.5961,0.6256,0.6547,0.6806,0.7095,0.7374,0.7637,0.7925,0.8175,0.8434,0.8637,0.8807,0.9032,0.9236,0.9441,0.9683,0.9883,1.0067,1.016,1.014,1.0214,1.0336,1.047,1.0592,1.0723,1.0865,1.0977,1.109,1.1198,1.1331,1.1437,1.1549,1.1623,1.1705,1.1797,1.1851,1.1914,1.1954,1.2018,1.2065,1.2136,1.221,1.2265,1.2344,1.2409,1.2481,1.2536,1.2607,1.2671,1.2703,1.2751,1.2795,1.285,1.2873,1.2908,1.2935,1.2955,1.2985,1.2999,1.3031,1.3046,1.3071,1.308,1.3131,1.3159,1.3202,1.3226,1.3246,1.3256,1.3264,1.3273,1.3311,1.3372,1.3448,1.3548,1.3632,1.3705,1.3788,1.3852,1.3914,1.3951,1.3979,1.4006,1.4022,1.4032,1.4043,1.4074,1.4134
